Typologie,Régime de vitesse,Voie,Arrondissement,Bois,Longueur du tronçon en m,latitude,longitude
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LA LANCETTE,12.0,Non,266.94354088,48.83698267929871,2.393334156218081
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD BERTHIER,17.0,Non,32.74495098,48.8876994105676,2.298788483301492
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE SAINT LUC,18.0,Non,17.99924984,48.88585092212608,2.354464639040136
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LA VOUTE,12.0,Non,441.84185228,48.84600974730763,2.4082150813521572
Pistes cyclables,VOIE 50,BOULEVARD NEY,18.0,Non,31.15558134,48.89854262713362,2.3641368569995462
Pistes cyclables,ZONE 30,RUE CLAUDE DECAEN,12.0,Non,67.19866878,48.837925601862445,2.396919919102635
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE MAC MAHON,17.0,Non,71.0915102,48.87486320228203,2.294920024515289
Pistes cyclables,VOIE 50,BOULEVARD MACDONALD,19.0,Non,19.81110082,48.898767803840165,2.374228245210811
Bandes cyclables,ZONE 30,RUE ORFILA,20.0,Non,13.83037988,48.866731652095666,2.3973131652779687
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE JULIEN DUMIEN,20.0,Non,99.70199284,48.86954906036483,2.401176987132996
Pistes cyclables,VOIE 50,RUE ARTHUR RANC,18.0,Non,15.5633768,48.899001968786074,2.334403786584672
Pistes cyclables,VOIE 50,RUE ARTHUR RANC,18.0,Non,70.943451,48.89854988053381,2.333935456876445
Bandes cyclables,VOIE 50,RUE ARTHUR RANC,18.0,Non,6.11177574,48.89824093745061,2.3336975744299155
Pistes cyclables,VOIE 50,PLACE D ITALIE,13.0,Non,9.0150731,48.830971429488066,2.354973978781478
Bandes cyclables,VOIE 50,AVENUE D ITALIE,13.0,Non,26.9773284,48.82837780009898,2.3567088172900696
Pistes cyclables,VOIE 50,AVENUE D ITALIE,13.0,Non,15.66005766,48.82597288694703,2.3574600795036362
Pistes cyclables,VOIE 50,QUAI PANHARD ET LEVASSOR,13.0,Non,6.18742913,48.830600975167094,2.3816321412268033
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DELCASSE,8.0,Non,92.53622778,48.8731470916599,2.3146865638065433
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD VINCENT AURIOL,13.0,Non,95.09064124,48.833053476153935,2.3628490800259074
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE LA PORTE D ITALIE,13.0,Non,33.93999081,48.81688940232356,2.360288148545682
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DES GOBELINS,13.0,Non,23.29869551,48.833016614099236,2.354555058807412
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DES GOBELINS,13.0,Non,12.71746986,48.836183555197564,2.3523647288620193
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD SAINT MARCEL,13.0,Non,21.73709244,48.83794540318058,2.355557355642995
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD SAINT MARCEL,13.0,Non,42.7304086,48.83820235492203,2.356456175171572
Couloirs de bus ouverts aux vélos,VOIE 50,PLACE VALHUBERT,13.0,Non,7.37171526,48.84374912311589,2.3648697058373926
Couloirs de bus ouverts aux vélos,VOIE 50,PONT D AUSTERLITZ,12.0,Non,85.70240285,48.84512874366326,2.366541870903313
Pistes cyclables,VOIE 50,QUAI DE LA RAPEE,12.0,Non,72.09626527,48.84280897748206,2.370709463194054
Pistes cyclables,VOIE 50,BOULEVARD VINCENT AURIOL,13.0,Non,5.86634027,48.83203108914197,2.3600801261436537
Bandes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,13.0213065,48.897640462833465,2.3243006170290004
Pistes cyclables,VOIE 50,BOULEVARD VINCENT AURIOL,13.0,Non,19.39599181,48.83125700379293,2.357025568695079
Pistes cyclables,VOIE 50,QUAI PANHARD ET LEVASSOR,13.0,Non,6.44140162,48.82803511391597,2.3847298539115553
Bandes cyclables,VOIE 30,AVENUE PIERRE MENDES FRANCE,13.0,Non,276.87849584,48.83764730685851,2.3707228561949285
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE RIVOLI,4.0,Non,24.42009753,48.8562471849017,2.356906508947984
Pistes cyclables,VOIE 50,Quai d'Austerlitz,13.0,Non,100.7302314,48.84362052896172,2.3657526157858224
Bandes cyclables,VOIE 50,AVENUE DE FRANCE,13.0,Non,146.17492714,48.83209385320637,2.3753321132668748
Bandes cyclables,VOIE 50,RUE ROYALE,8.0,Non,32.05645398,48.868354174385736,2.3233846432131995
Bandes cyclables,VOIE 50,PLACE DE LA MADELEINE,8.0,Non,11.85164408,48.870782119127284,2.3253568070397703
Bandes cyclables,ZONE 30,Rue de la Glacière,13.0,Non,202.54517292,48.82741639126053,2.3421735334738534
Bandes cyclables,VOIE 50,RUE ROYALE,8.0,Non,9.92425106,48.86910144509149,2.3238884030684064
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,8.0,Non,52.71395059,48.871360117710395,2.322200939029762
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,8.0,Non,64.80104534,48.87008790066228,2.323094008634988
Pistes cyclables,VOIE 50,BOULEVARD JOURDAN,14.0,Non,210.12802061,48.8210070899519,2.336150316340721
Pistes cyclables,VOIE 50,BOULEVARD JOURDAN,14.0,Non,10.83914304,48.82308513483947,2.326656084865194
Pistes cyclables,VOIE 50,BOULEVARD LEFEBVRE,15.0,Non,320.33781617,48.83185010489516,2.2904804402231407
Pistes cyclables,VOIE 50,BOULEVARD VICTOR,15.0,Non,120.85994847,48.833215834977224,2.287339533758517
Pistes cyclables,VOIE 50,BOULEVARD VICTOR,15.0,Non,103.41744747,48.834228783539764,2.2847417086257598
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE RIVOLI,1.0,Non,109.11112645,48.86392580949565,2.3317835590348355
Couloirs de bus ouverts aux vélos,VOIE 50,Rue de Rivoli,1.0,Non,62.43894598,48.86426588243634,2.3307341284060277
Pistes cyclables,VOIE 50,BOULEVARD LEFEBVRE,15.0,Non,7.02955776,48.830454612562654,2.29327616622224
Pistes cyclables,VOIE 50,BOULEVARD BRUNE,14.0,Non,84.51355185,48.82345764399158,2.3238100232901364
Pistes cyclables,VOIE 50,BOULEVARD MASSENA,13.0,Non,230.44472753,48.82085865896828,2.367519847024064
Pistes cyclables,ZONE 30,BOULEVARD MASSENA,13.0,Non,158.16063271,48.82211461136603,2.3705326084045724
Pistes cyclables,VOIE 50,RUE HENRY FARMAN,15.0,Non,27.93493898,48.833544085566395,2.270790404602475
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE VAUGIRARD,15.0,Non,86.068296,48.83305319491087,2.288987565115095
Pistes cyclables,VOIE 50,BOULEVARD KELLERMANN,13.0,Non,25.73220913,48.81942660488063,2.3447251676098357
Pistes cyclables,VOIE 50,BOULEVARD KELLERMANN,13.0,Non,14.58891469,48.820197042539476,2.3477991938061087
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD SAINT GERMAIN,7.0,Non,42.96823851,48.861313665253796,2.3203893782028358
Couloirs de bus ouverts aux vélos,VOIE 50,QUAI DES TUILERIES,1.0,Non,11.74179187,48.8607078706158,2.3303721123947403
Pistes cyclables,VOIE 50,RUE VERCINGETORIX,14.0,Non,194.95486289,48.8300087293426,2.3072952764981025
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Vercingétorix,14.0,Non,57.90260499,48.836680676125034,2.3177539572501833
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue de l'Abbé Soulange-Bodin,14.0,Non,36.61445943,48.835570066679026,2.3178396894084896
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,PASSAGE BARRAULT,13.0,Non,172.43280039,48.82854260741222,2.348857986716116
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE D ITALIE,13.0,Non,59.89157076,48.83222920507207,2.3555257075879004
Pistes cyclables,VOIE 50,QUAI DE LA RAPEE,12.0,Non,30.04006788,48.8433838072981,2.370418582959227
Pistes cyclables,VOIE 50,RUE RENE BOULANGER,3.0,Non,7.51130225,48.869004293968665,2.355835823502825
Bandes cyclables,VOIE 50,BOULEVARD DE CHARONNE,11.0,Non,347.40882491,48.85744779479337,2.392132043653678
Bandes cyclables,VOIE 50,BOULEVARD DE CHARONNE,11.0,Non,121.07651055,48.855882174916026,2.394653440163575
Bandes cyclables,VOIE 50,RUE DE RENNES,6.0,Non,56.13447882,48.84762639639362,2.3274148782590824
Bandes cyclables,VOIE 50,BOULEVARD DE GRENELLE,15.0,Non,35.7047046,48.85298729633601,2.2905506914701634
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU GUESCLIN,15.0,Non,55.32875204,48.85176494077142,2.2967057808414246
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE SAINT-SABIN,11.0,Non,66.70124688,48.85713003732198,2.3701405229269694
Bandes cyclables,VOIE 50,RUE BLANCHE,9.0,Non,51.56851262,48.88247392188593,2.331959523826316
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE JUGE,15.0,Non,205.12703563,48.84977443379928,2.2933381728153006
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE VIOLET,15.0,Non,94.68876987,48.847579718709994,2.2930089573054815
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE VIOLET,15.0,Non,15.66703864,48.849405357582015,2.2946000152344572
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU CHAMP DE L ALOUETTE,13.0,Non,28.80540933,48.83264930107658,2.3466742626028325
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LA FORGE ROYALE,11.0,Non,222.440137,48.85151322401166,2.3805752608102035
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE AMYOT,5.0,Non,8.41493387,48.84345746727137,2.347097224964849
Pistes cyclables,VOIE 50,BOULEVARD MACDONALD,19.0,Non,13.09956594,48.89902406965978,2.382561556738407
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LA BIDASSOA,20.0,Non,472.86257416,48.86651806757382,2.393060452780577
Bandes cyclables,VOIE 50,RUE DE KABYLIE,19.0,Non,16.32610852,48.88483267039618,2.368136944779527
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE JOMARD,19.0,Non,35.6459624,48.88922690491478,2.378835127636167
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE GABRIELLE,18.0,Non,130.05398466,48.88603161411004,2.339770599300695
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,PASSAGE DE CLICHY,18.0,Non,95.11068741,48.88482005676391,2.3288427805672245
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,COURS DU SEPTIEME ART,19.0,Non,166.83154769,48.8781500468872,2.3868205645969454
Pistes cyclables,VOIE 50,QUAI DE LA LOIRE,19.0,Non,8.68439213,48.883086793069,2.3707286424403065
Pistes cyclables,VOIE 50,BOULEVARD MORTIER,20.0,Non,101.3768696,48.87640932504707,2.406917058527592
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE RENNEQUIN,17.0,Non,42.80962041,48.882638906580794,2.2967488009574026
Couloirs de bus ouverts aux vélos,VOIE 30,RUE ORDENER,18.0,Non,30.17220683,48.893022917682146,2.340511855184518
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD ORNANO,18.0,Non,84.95450582,48.8949319185934,2.347008242315456
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD ORNANO,18.0,Non,18.06242659,48.897328318697845,2.3450032081311165
Pistes cyclables,VOIE 30,BOULEVARD CARNOT,12.0,Non,227.29182762,48.842853734536895,2.4129665735963175
Pistes cyclables,VOIE 50,BOULEVARD D INDOCHINE,19.0,Non,87.7159753,48.88409919044893,2.397079121533449
Bandes cyclables,VOIE 50,RUE BELGRAND,20.0,Non,89.44347905,48.86478491027546,2.400589676050892
Bandes cyclables,VOIE 50,RUE BELGRAND,20.0,Non,19.98549548,48.864511162655745,2.407551273219591
Bandes cyclables,VOIE 50,RUE BONAPARTE,6.0,Non,8.1242023,48.849485587690026,2.3326639609963116
Couloirs de bus ouverts aux vélos,ZONE 30,BOULEVARD SAINT GERMAIN,5.0,Non,78.02815626,48.84953054478868,2.3509998172008832
Bandes cyclables,VOIE 50,RUE SAINT JACQUES,5.0,Non,44.25809101,48.85049868155012,2.345318317883594
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE EMILE LEVEL,17.0,Non,284.30941573,48.89339557232751,2.318425555752063
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD ORNANO,18.0,Non,16.50494173,48.89550339151638,2.3465310284011274
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE CHARLES BAUDELAIRE,12.0,Non,89.09881422,48.84932298541781,2.376721163572083
Pistes cyclables,VOIE 50,AVENUE CORENTIN CARIOU,19.0,Non,62.79131585,48.89612278014499,2.3837287328583705
Bandes cyclables,ZONE 30,RUE DES FOUGERES,20.0,Non,11.05567238,48.87327601982686,2.4103677059771242
Pistes cyclables,VOIE 50,AVENUE DE GRAVELLE,12.0,Bois de Vincennes,705.33177203,48.82696101112445,2.4072027001642833
Bandes cyclables,VOIE 50,BOULEVARD DE LA VILLETTE,19.0,Non,14.32199456,48.88432806981214,2.367684991939414
Pistes cyclables,VOIE 50,BOULEVARD DE MENILMONTANT,20.0,Non,69.49389951,48.86641040540662,2.3837402701224835
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,17.0,Non,18.71432988,48.88295577175584,2.309903489479555
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE L ARMEE D ORIENT,18.0,Non,92.22476538,48.8873129435091,2.3347725663961927
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE TOURLAQUE,18.0,Non,35.82106087,48.88727388224095,2.3336440217030483
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE JESSAINT,18.0,Non,93.25670949,48.88491091559667,2.3575764645739268
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE LA CHAPELLE,18.0,Non,166.9680833,48.8942068194358,2.359559180365867
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE TOLAIN,20.0,Non,111.19940355,48.85177784198652,2.404143162850953
Pistes cyclables,ZONE 30,RUE DU POLE NORD,18.0,Non,5.12318047,48.893934584644526,2.338674914580137
Pistes cyclables,AIRE PIETONNE,ESPLANADE SAINT-LOUIS,12.0,Bois de Vincennes,10.26889151,48.839635381347776,2.4347387668434957
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE PAJOL,18.0,Non,15.65127006,48.89126747341592,2.363253102827506
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE DE TORCY,18.0,Non,54.51379282,48.89128188065705,2.3618120581328945
Pistes cyclables,VOIE 50,PLACE DE LA PORTE DE BAGNOLET,20.0,Non,7.11932792,48.86443631998837,2.4083252457462105
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD ORNANO,18.0,Non,14.30747697,48.897978493315655,2.3445019261077644
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES AMIRAUX,18.0,Non,179.10019905,48.894617437059864,2.3507168741303626
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LA CONDAMINE,17.0,Non,68.16809866,48.88668448381165,2.32269293797933
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD ORNANO,18.0,Non,33.98536764,48.89225338841715,2.349013726009633
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,28.12092392,48.88958637518399,2.3494605460133893
Pistes cyclables,VOIE 50,COURS DES MARECHAUX,12.0,Bois de Vincennes,14.07223884,48.84068427001521,2.438820134019423
Pistes cyclables,ZONE 30,AVENUE DE LA PORTE BRUNET,19.0,Non,86.79623781,48.88385532228762,2.3977706996901462
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,AVENUE DE LA PORTE BRUNET,19.0,Non,103.10942991,48.88394748329306,2.3989330934905984
Pistes cyclables,VOIE 50,BOULEVARD DIDEROT,12.0,Non,119.55465481,48.847427345937376,2.388244246539448
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE NOLLET,17.0,Non,20.28435555,48.88892927730671,2.317960046877633
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,RUE LEGENDRE,17.0,Non,67.02596409,48.88351779111595,2.313168673663958
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,64.39078146,48.886862903982,2.3494240514288984
Pistes cyclables,VOIE 50,PORTE DE VINCENNES,12.0,Non,11.63150574,48.846322078626336,2.414925576996739
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Bois de Vincennes,11.84755359,48.833554791800495,2.4128447442935235
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD SERURIER,19.0,Non,18.28862166,48.88504751079289,2.3944863779344776
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE FRANCIS PONGE,19.0,Non,199.54485907,48.88219463788542,2.394731160434562
Pistes cyclables,VOIE 50,RUE DES DOCTEURS DEJERINE,20.0,Non,260.04102904,48.85591464657037,2.4119941044898523
Pistes cyclables,VOIE 50,BOULEVARD DE PICPUS,12.0,Non,64.59258989,48.84735839888847,2.3992493802328454
Pistes cyclables,VOIE 50,RUE DE LAGNY,20.0,Non,7.10929373,48.84926208078113,2.4160598802858395
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DE VINCENNES,12.0,Non,13.57469019,48.84693377543425,2.4115917932293556
Pistes cyclables,VOIE 50,BOULEVARD SOULT,12.0,Non,15.21193839,48.84588551652202,2.4105956721209045
Pistes cyclables,VOIE 30,PLACE DU CARDINAL LAVIGERIE,12.0,Bois de Vincennes,9.59475877,48.83235823847309,2.403993006219004
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,PLACE CHARLES BERNARD,18.0,Non,15.20759663,48.893592156518736,2.343012311353233
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE BELLIARD,18.0,Non,119.38293381,48.89734887703862,2.3432892915542305
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DUHESME,18.0,Non,128.56906321,48.89409134015935,2.3437351374761515
Bandes cyclables,VOIE 30,RUE DU MONT CENIS,18.0,Non,193.17297021,48.89692648393207,2.3467248832204546
Pistes cyclables,VOIE 50,BOULEVARD DE CHARONNE,20.0,Non,13.58395444,48.8576267631185,2.392504509801541
Bandes cyclables,VOIE 50,BOULEVARD DE CHARONNE,20.0,Non,7.24710156,48.855825970305645,2.3950812154284176
Pistes cyclables,VOIE 50,BOULEVARD DE CHARONNE,20.0,Non,18.9841366,48.85525013593318,2.39552778627164
Bandes cyclables,VOIE 50,BOULEVARD DE CHARONNE,20.0,Non,12.06847532,48.85512604282063,2.3956247949544704
Pistes cyclables,VOIE 50,BOULEVARD DE CHARONNE,20.0,Non,16.98274097,48.85113646991831,2.3987143717552684
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE ETIENNE MAREY,20.0,Non,149.32975453,48.86838575677677,2.405560363289295
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE EMILE PIERRE CASEL,20.0,Non,130.99431866,48.86514283375311,2.406072077179144
Pistes cyclables,VOIE 50,BOULEVARD D INDOCHINE,19.0,Non,208.27071881,48.887276861894144,2.3960245588585822
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,RUE FERDINAND FLOCON,18.0,Non,9.82780229,48.89205934947352,2.3463153396733154
Pistes cyclables,VOIE 50,QUAI FRANCOIS MAURIAC,13.0,Non,474.29160658,48.83392264749877,2.3774480001490725
Pistes cyclables,VOIE 50,RUE DE LAGNY,20.0,Non,114.78429588,48.84932896362618,2.4153070847296907
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,20.88113998,48.84143292712831,2.3873532357440426
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Impasse de Nevers,6.0,Non,15.21426296,48.85531291297097,2.338577530033267
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Passage Brantôme,3.0,Non,13.15280924,48.861584549279954,2.352499864217341
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LE BUA,20.0,Non,79.39950605,48.86768130150344,2.4036277893660354
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE DU GROUPE MANOUCHIAN,20.0,Non,132.76957941,48.869523415134914,2.404564640585932
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,13.89028635,48.887530367226375,2.349573894134333
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,13.99388424,48.890431561182986,2.349604803137967
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE ERNESTINE,18.0,Non,15.36460132,48.89035577310697,2.354555427126837
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue de la Quintinie,15.0,Non,441.59919815,48.838314151869135,2.3048218713362876
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LA MOSELLE,19.0,Non,149.55938198,48.88514696509683,2.376232970980141
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,16.24414406,48.889307599111504,2.3948205663070947
Bandes cyclables,VOIE 30,RUE DE CRIMEE,19.0,Non,15.20519423,48.88820423275277,2.379634840878064
Pistes cyclables,ZONE 30,RUE DE CRIMEE,19.0,Non,9.5398463,48.88791565174286,2.3799771724494905
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,AVENUE DU TRONE,12.0,Non,57.23578086,48.84792300466061,2.397933350404753
Pistes cyclables,VOIE 50,AVENUE DE GRAVELLE,12.0,Bois de Vincennes,1626.45888448,48.82154903570341,2.4333344091329594
Pistes cyclables,VOIE 50,PLACE FELIX EBOUE,12.0,Non,20.19036918,48.83964067596414,2.394887989075418
Pistes cyclables,VOIE 50,PLACE FELIX EBOUE,12.0,Non,10.61319201,48.839814624059,2.3963372872103115
Bandes cyclables,VOIE 30,PLACE DE LA NATION,11.0,Non,33.50103993,48.848397166436996,2.3974621229278954
Bandes cyclables,ZONE 30,Rue Dante,5.0,Non,10.7086011,48.85149712969273,2.3471850335192075
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Blanchard,20.0,Non,56.46063068,48.85754545733881,2.4104068505446814
Bandes cyclables,ZONE 30,Rue de Clignancourt,18.0,Non,66.56137035,48.89206586160019,2.348805706275599
Pistes cyclables,VOIE 50,AVENUE DE GRAVELLE,12.0,Bois de Vincennes,25.08076431,48.82928585660224,2.4036227827004293
Pistes cyclables,VOIE 50,BOULEVARD D INDOCHINE,19.0,Non,27.63812514,48.88609545179406,2.3962736629323143
